District_Key   , District       , Year_AD, Year_BS, Province              , Elevation_Min     , Elevation_Max    , Slope_Median      , Landform, Parent_Material, Dominant_Soil, area    , longitude, latitude, Potassium_mean   , Nitrogen_mean     , OrganicMatter_mean, Phosphorous_mean , pH_mean         , Barley_Area_Ha, Maize_Area_Ha, Millet_Area_Ha, Wheat_Area_Ha, Barley_Production_Mt, Maize_Production_Mt, Millet_Production_Mt, Wheat_Production_Mt, Barley_Yield_MtHa, Maize_Yield_MtHa, Millet_Yield_MtHa, Wheat_Yield_MtHa
SINDHUPALCHOK  , SINDHUPALCHOK  ,2019, 2075/76, Bagmati Province      ,627.5,6741.48486328125,2240.38696289062, TM      , MA2            , CMu          ,2491.359,85.742,27.915,252.901880562627,0.164142701448149,3.29840492011591,48.8590104945705,5.74743952872731, 172.0         , 24687.0      , 16659.0       , 6927.0       , 199.0               , 69445.0            , 21853.0             , 8058.0             , 1.16             , 2.81            , 1.31             , 1.16
SIRAHA         , SIRAHA         ,2019, 2075/76, Madhesh Province      ,66.1186981201172,711.960205078125,106.20783996582, LV      , UF1            , CMg          ,1139.635,86.345,26.746,147.431112525522,0.0923899370857775,1.23714850424744,40.3012087168646,6.51857353889331, N/A           , 3816.0       , 445.0         , 11777.0      , N/A                 , 8895.0             , 446.0               , 39955.0            , N/A              , 2.33            , 1.0              , 3.39
SOLUKHUMBU     , SOLUKHUMBU     ,2019, 2075/76, Koshi Province        ,572.187255859375,8723.734375,4199.30297851562, TM      , MA2            , LPi          ,3354.998,86.723,27.71,464.994048785511,0.250034422181357,4.76855187048888,127.13538546226,5.29953872650607, 171.0         , 13528.0      , 1948.0        , 2665.0       , 185.0               , 32751.0            , 2672.0              , 5103.0             , 1.08             , 2.42            , 1.37             , 1.91
SUNSARI        , SUNSARI        ,2019, 2075/76, Koshi Province        ,62.5,1783.26843261719,91.5066986083984, SV      , UF2            , CMg          ,1192.082,87.173,26.65,168.060067495812,0.087669963221729,1.78891936899074,41.2430883540688,6.28370004291388, 10.0          , 8896.0       , 592.0         , 11848.0      , 21.0                , 24126.0            , 693.0               , 47945.0            , 2.1              , 2.71            , 1.17             , 4.05
SURKHET        , SURKHET        ,2019, 2075/76, Karnali Province      ,198.5,2713.39721679688,792.544799804688, TM      , MA1            , CMe          ,2486.202,81.588,28.641,381.785799519815,0.151245844332941,3.11244147073425,141.508321836535,6.83070319276825, 929.0         , 15781.0      , 2066.0        , 14179.0      , 1420.0              , 44092.0            , 2934.0              , 42122.0            , 1.53             , 2.79            , 1.42             , 2.97
SYANGJA        , SYANGJA        ,2019, 2075/76, Gandaki Province      ,307.5,2257.06518554688,983.070220947266, TM      , MA1            , CMe          ,1037.965,83.805,28.021,211.833580021596,0.136571969525882,2.90977127066108,66.3478699415328,6.07573561968281, 4.0           , 26457.0      , 15932.0       , 5185.0       , 5.0                 , 96489.0            , 18544.0             , 13446.0            , 1.49             , 3.65            , 1.16             , 2.59
TANAHU         , TANAHU         ,2019, 2075/76, Gandaki Province      ,182.0,2115.46044921875,645.626586914062, TM      , MA1            , CMe          ,1572.372,84.253,27.955,226.831505724621,0.166124147717232,2.71716293439456,50.8254619261619,5.87343715357533, 5.0           , 22647.0      , 6558.0        , 1682.0       , 5.0                 , 73693.0            , 5905.0              , 3821.0             , 0.93             , 3.25            , 0.9              , 2.27
TAPLEJUNG      , TAPLEJUNG      ,2019, 2075/76, Koshi Province        ,495.5,8543.11328125,3778.78991699219, TM      , MA2            , LPi          ,3632.584,87.824,27.582,277.547029032904,0.107319136157988,3.67571148325673,120.788624163668,5.76367916603339, 265.0         , 9968.0       , 3005.0        , 1538.0       , 364.0               , 34160.0            , 4193.0              , 2876.0             , 1.37             , 3.43            , 1.4              , 1.87
TERHATHUM      , TERHATHUM      ,2019, 2075/76, Koshi Province        ,314.5,3009.18017578125,1394.34899902344, SV      , UF2            , CMg          ,670.592,87.552,27.154,301.62103337383,0.104251495127099,3.0688005653897,119.227259378819,6.14254417466116, 64.0          , 12897.0      , 2604.0        , 2401.0       , 75.0                , 31082.0            , 2979.0              , 4755.0             , 1.16             , 2.41            , 1.14             , 1.98
UDAYAPUR       , UDAYAPUR       ,2019, 2075/76, Koshi Province        ,75.8946075439453,2333.26196289062,425.963882446289, SV      , UF2            , CMg          ,2297.514,86.684,26.903,393.637565198524,0.127308461101252,2.64114980273531,96.2177494463199,6.10875011258569, 33.0          , 17836.0      , 2864.0        , 5799.0       , 58.0                , 39846.0            , 5631.0              , 14020.0            , 1.76             , 2.23            , 1.97             , 2.42
ACHHAM         , ACHHAM         ,2020, 2076/77, Sudurpashchim Province,326.0,3808.05981445312,1309.40710449219, TM      , MA2            , RGe          ,1700.448,81.299,29.112,340.802369515909,0.157029261043055,3.00074424062216,50.6899062359667,6.16690186329933, 445.0         , 6540.0       , 3538.0        , 14419.0      , 564.0               , 17697.0            , 3649.0              , 30714.0            , 1.27             , 2.71            , 1.03             , 2.13
ARGHAKHANCHI   , ARGHAKHANCHI   ,2020, 2076/77, Lumbini Province      ,184.144287109375,2259.11962890625,989.529876708984, TH      , SC2            , RGd          ,1239.185,83.081,27.908,326.970778707167,0.113508838927416,2.90825089048057,124.945358732945,6.3781995512863, 200.0         , 16041.0      , 505.0         , 5451.0       , 386.0               , 51063.0            , 568.0               , 16025.0            , 1.93             , 3.18            , 1.12             , 2.94
BAGLUNG        , BAGLUNG        ,2020, 2076/77, Gandaki Province      ,581.0,4640.00634765625,2237.62829589844, TM      , MA2            , LPi          ,1836.212,83.252,28.347,301.71833667512,0.137939779891388,2.87585215197176,162.636879612817,5.99541631943854, 774.0         , 20420.0      , 18255.0       , 6384.0       , 1137.0              , 72351.0            , 22856.0             , 16638.0            , 1.47             , 3.54            , 1.25             , 2.61
BAITADI        , BAITADI        ,2020, 2076/77, Sudurpashchim Province,383.0,3062.84936523438,1600.75384521484, TM      , MA2            , RGe          ,1492.847,80.573,29.508,546.882015889854,0.102074697927388,4.26701608064358,111.017300274489,6.65541103098621, 885.0         , 14999.0      , 350.0         , 19497.0      , 620.0               , 29005.0            , 399.0               , 41334.0            , 0.7              , 1.93            , 1.14             , 2.12
BAJHANG        , BAJHANG        ,2020, 2076/77, Sudurpashchim Province,816.846618652344,6978.16748046875,3263.2109375, TM      , MA2            , LPi          ,3459.458,81.18,29.708,362.654876253919,0.245082961239427,4.79692400785621,43.4871587045748,6.37618445095215, 3941.0        , 4186.0       , 2735.0        , 10187.0      , 3097.0              , 5859.0             , 2187.0              , 15571.0            , 0.79             , 1.4             , 0.8              , 1.53
BAJURA         , BAJURA         ,2020, 2076/77, Sudurpashchim Province,716.6943359375,6740.23046875,2824.30493164062, TM      , MA2            , LPi          ,2298.212,81.565,29.561,420.803985473592,0.186727956908787,3.82257966722719,46.7148833740073,6.57536184498176, 976.0         , 914.0        , 2494.0        , 6660.0       , 990.0               , 1460.0             , 2531.0              , 9324.0             , 1.01             , 1.6             , 1.02             , 1.4
BANKE          , BANKE          ,2020, 2076/77, Lumbini Province      ,128.293518066406,1228.09741210938,190.792510986328, TH      , SC2            , RGd          ,1880.856,81.824,28.087,226.092447656513,0.0984524809801277,1.80850183834179,137.272537912381,7.27620145407441, 8.0           , 9336.0       , N/A           , 17840.0      , 11.0                , 25913.0            , N/A                 , 68428.0            , 1.38             , 2.78            , N/A              , 3.84
BARA           , BARA           ,2020, 2076/77, Madhesh Province      ,68.0,905.923034667969,114.3837890625, TH      , SC2            , RGd          ,1272.886,85.073,27.108,155.885986185727,0.103949104410351,2.06294401295367,46.9307805000198,6.82882429435896, 38.0          , 11915.0      , 75.0          , 27137.0      , 85.0                , 44229.0            , 87.0                , 97438.0            , 2.23             , 3.71            , 1.15             , 3.59
BARDIYA        , BARDIYA        ,2020, 2076/77, Lumbini Province      ,133.0,1577.2587890625,179.127197265625, LV      , UF1            , CMg          ,2001.342,81.403,28.384,239.769610604303,0.101674459195698,1.80130098294358,106.86149249042,7.33923232386757, 8.0           , 2758.0       , N/A           , 17711.0      , 12.0                , 8112.0             , N/A                 , 69043.0            , 1.5              , 2.94            , N/A              , 3.9
BHAKTAPUR      , BHAKTAPUR      ,2020, 2076/77, Bagmati Province      ,1289.81018066406,2150.50927734375,1372.20666503906, TM      , MB1            , CMx          ,123.095,85.443,27.677,284.764700359283,0.145116330720101,3.03651011315786,172.980376357072,5.63727564669856, 17.0          , 1951.0       , 115.0         , 2094.0       , 35.0                , 8377.0             , 155.0               , 10488.0            , 2.06             , 4.29            , 1.35             , 5.01
BHOJPUR        , BHOJPUR        ,2020, 2076/77, Koshi Province        ,120.5,3980.7861328125,1292.92114257812, SV      , UF2            , CMg          ,1523.888,87.07,27.181,406.055410901516,0.149693801315416,3.35905832362685,129.665298614515,5.93582854815821, 12.0          , 36121.0      , 5429.0        , 400.0        , 17.0                , 99213.0            , 6980.0              , 820.0              , 1.43             , 2.75            , 1.29             , 2.05
CHITAWAN       , CHITAWAN       ,2020, 2076/77, Bagmati Province      ,110.5,1912.556640625,256.998931884766, TM      , MA1            , CMe          ,2240.456,84.437,27.585,154.407093624932,0.112607889948666,3.59765543871444,105.287410468856,6.50294870521491, 18.0          , 5986.0       , 1473.0        , 5088.0       , 34.0                , 24083.0            , 1645.0              , 19360.0            , 1.87             , 4.02            , 1.12             , 3.81
DADELDHURA     , DADELDHURA     ,2020, 2076/77, Sudurpashchim Province,271.5,2662.40698242188,1260.76049804688, TM      , MA1            , CMe          ,1502.414,80.491,29.223,378.091885821295,0.13550564802019,3.14551280083613,84.1050897817896,6.43620955565288, 174.0         , 3811.0       , 269.0         , 9009.0       , 240.0               , 13491.0            , 338.0               , 22073.0            , 1.37             , 3.54            , 1.26             , 2.45
DAILEKH        , DAILEKH        ,2020, 2076/77, Karnali Province      ,559.5,4051.35693359375,1425.27124023438, TM      , MA2            , RGe          ,1484.311,81.681,28.881,341.749402410875,0.141763840157547,2.8254021574917,95.1133880595949,6.08103721497698, 181.0         , 21512.0      , 2538.0        , 17497.0      , 236.0               , 54527.0            , 2698.0              , 42868.0            , 1.3              , 2.53            , 1.06             , 2.45
DANG           , DANG           ,2020, 2076/77, Lumbini Province      ,186.617767333984,2058.49633789062,593.523529052734, TH      , SC2            , RGd          ,3059.26,82.404,27.969,463.999244524842,0.11398975386498,2.20078447336562,168.800181438686,6.93479637694548, 23.0          , 26250.0      , 14.0          , 11783.0      , 28.0                , 75081.0            , 15.0                , 32993.0            , 1.23             , 2.86            , 1.06             , 2.8
DARCHULA       , DARCHULA       ,2020, 2076/77, Sudurpashchim Province,530.582885742188,7068.1396484375,3508.10424804688, TM      , MA2            , LPi          ,2696.145,80.793,29.948,361.133637241026,0.224041434494121,4.90693167542509,64.8658877161033,6.85122113018199, 1060.0        , 5799.0       , 1254.0        , 6580.0       , 884.0               , 13423.0            , 1169.0              , 14213.0            , 0.83             , 2.31            , 0.93             , 2.16
DHADING        , DHADING        ,2020, 2076/77, Bagmati Province      ,270.880767822266,6951.3525390625,1157.41882324219, TM      , MA2            , LPi          ,1907.158,84.962,27.954,189.95853097152,0.184161917520656,3.12927382404872,57.1033023585447,6.02225089043977, 252.0         , 20860.0      , 6940.0        , 4560.0       , 350.0               , 62939.0            , 7175.0              , 13602.0            , 1.39             , 3.02            , 1.03             , 2.98
